,property_name,society,property_type,price,price_per_sq,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,noOfFloor,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating
797,3 Bedroom House for sale in South City 1,dlf south city 1,houses,2.65,18928.0,1400.0,Plot area 2160(200.67 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,servant room,"Block M Brand New Floors, South City 1, Gurgaon, Haryana",4,North-East,0 to 1 Year Old,"['huda city centre metro station', 'hdfc atm', 'axis bank atm', 'citi bank atm', 'icici atm', 'axis bank atm', 'hdfc bank atm', 'standard chartered atm', 'axis bank atm', 'state bank of india atm', 'centre for sight gurgaon sector 29', 'fortis memorial research institute fortis vivekanand hospital', 'dr. naval mendiratta', 'dr. kutbuddin akbary', 'max hospital', 'shivam hospital gurgaon', 'gardian pharmacy', 'city medical', 'bharat petroleum', 'hdfc bank', 'icici bank', 'hdfc bank', 'pwo house', 'beer & whisky bar', 'mob ministory of beer', ""mcdonald's"", ""domino's pizza"", ""hops 'n' brew"", 'zura', 'park baluchi', 'the oriental bloom chinese and thai', 'gola sizzles', 'pizza hut', 'spaghetti kitchen & bar', 'tocpao', 'bikanervala', 'black mambaa', 'gravity space bar', 'ardor 29', 'adda', 'kfc', 'balaji vegetarian paradise', 'gung the palace korean restaurant', 'walking street', 'roots', 'school of inspired leadership soil', 'st. angels jr', 'stones2milestones', 'ncr library']","Brand new 3bhk independent upper ground builder floor at m block south city -1 gurgaon. Good location, excellent interior work, along with fixture and fittings, modular kitchen with chimney and hub, acs, marble flooring, please call for the details and visit.","['3 wardrobe', '6 fan', '1 exhaust fan', '3 geyser', '13 light', '1 chimney', '1 modular kitchen', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['private garden / terrace', 'maintenance staff', 'visitor parking']","['environment5 out of 5', 'lifestyle5 out of 5', 'connectivity5 out of 5', 'safety5 out of 5']"
798,4 Bedroom House for sale in Mayfield Garden,independent,houses,2.95,10926.0,2700.0,Plot area 300(250.84 sq.m.),4,4,2,servant room,"Mayfield Garden, Gurgaon, Haryana",4,East,1 to 5 Year Old,"['standard chartered atm', 'icici bank atm', 'meher clinic', 'park hospital gurgaon', 'bones clinic - orthopaedics', 'vishesh dental', 'neelkanth health care', 'sukhmani hospital pvt. ltd', 'dr. naresh pandita', 'best urologist atcomplete family clinic', 'wellness eye centre', 'dr. anuj sharma', 'dr. aruna kalra', ""dr akram jawed's the upper limb clinic"", 'skin clinic', 'divine look clinic centre', 'vatsalya clinic', 'medanta', 'dispencery', 'samvit health care', 'wembley estate club', 'apollo pharmacy', 'gardian pharmacy', 'genius', 'spaze business park', 'india oil', 'hdfc bank', 'icici bank', 'hdfc bank', 'srs cinemas', 'srs cinemas', 'haldiram', 'india', 'madison and pike', ""domino's pizza"", ""nirula's"", 'kfc', 'raj restaurant', 'nook', 'delhi public school primary section', 'kamla international', 'gurugram university', 'amity global school', 'manav rachna school', 'st. angels sr', 'manav rachna swimming pool']","Luxurious floor for sale
Location - Kibithu villas
Plot size-300 sq 
Yards
4 bhk and servant room
Full power backup
 Park facing
Corner property 
Club house Demand-3.10 cr
(Negotiable)","['4 wardrobe', '8 fan', '4 geyser', '1 microwave', '9 light', '1 chimney', '4 ac', 'no bed', 'no curtains', 'no dining table', 'no exhaust fan', 'no modular kitchen', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['feng shui / vaastu compliant', 'private garden / terrace', 'maintenance staff', 'water storage', 'park', 'visitor parking', 'waste disposal', 'rain water harvesting']","['environment4.5 out of 5', 'lifestyle4 out of 5', 'connectivity4.5 out of 5', 'safety4 out of 5']"
799,8 Bedroom House for sale in Sector 10A Gurgaon,independent,houses,3.6,19608.0,1836.0,Plot area 204(170.57 sq.m.),8,4,3,pooja room,"Sector 10A Gurgaon, Gurgaon, Haryana",3,North,5 to 10 Year Old,"['rajiv chowk mosque', 'kamla hospital gurgaon', 'yadav hospital gurgoan', 'chandna dental surgery orthodontic and implant centre', 'harshila dental clinic', 'the muskan dental clinic', 'gautam hospital', 'dental xpert dental clinic', 'clove dental', 'sai dental clinic', 'sunrise hospital gurgaon', 'shri multispeciality hospital', 'nutan dental hospital', 'bhanu dental care', 'shri ram dental clinic', 'parmar dental clinic & lab', 'ayushman hospital and trauma centre', 'mangalam hospital and heart centre gurgaon', 'vaishnavi nursing home', 'ankur clinic and maternity home', 'rachna dental clinic', 'navjeevan hospital and maternity centre', 'shri balaji hospital and trauma center', 'shiv mahima patient care bureau', 'shri gobind hospital', 'lal superspeciality hospital', 'kathuria hospital', 'rajendra hospital', 'parashar hospital', 'esic hospital gurugram', 'tirath ram hospitals pvt ltd', 'vinayak hospital gurgaon', 'dr. madan clinic', 'sethi hospital gurgaon', 'dev man kathuria clinic', 'satyam hospital gurgaon', 'shubham hospital gurgaon', 'nangia hospital ent and maternity', 'smile plus dental clinic', 'pasricha hospital and maternity home', 'taneja hospital', 'rama hospital & nursing home', 'swastik maternity and medical centre', 'pearl dental clinic', 'chiranjiv hospital', 'airforce hospital', 'dr. ashok jain', 'boxer fuel point', 'basai dhankot railway station']","Sector 10a gurgaon is one of gurgaon's most sought after destination for residential houses and this 8 bhk house in sector 10a gurgaon is your opportunity to be a part of this community. Another plus point for the house is that it is situated near close to school. Constructed on a super built up area of 204 sq.Yards, this house comprises 8 bedrooms, 4 bathrooms and 3 balconies. The owner of the house also gets 1 covered and 2 open parking slot(s) to park their car safely. This 5-10 years old property is available for immediate possession as the house is ready to move. It is a freehold property. The price of this spacious independent house is  3.6 crore. The house will offer a modern lifestyle as it is presented with many of the amenities such as maintenance staff and visitor parking. This independent house is well equipped to meet all your water needs through access to municipal corporation and borewell/tank supply. This property faces the north direction.","['5 wardrobe', '4 fan', '1 exhaust fan', '18 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['maintenance staff', 'separate entry for servant room', 'bank attached property', 'visitor parking', 'internet/wi-fi connectivity']","['environment4 out of 5', 'lifestyle5 out of 5', 'connectivity5 out of 5', 'safety5 out of 5']"
800,3 Bedroom House for sale in Sector 37D Gurgaon,signature global city,houses,1.27,8089.0,1570.0,Plot area 1570(145.86 sq.m.),3,3,3,pooja room,"Dwarka Expressway, Sector 37D Gurgaon, Gurgaon, Haryana",4,East,Jan 2024,"['sapphire 83 mall sector 83', 'dwarka expressway', 'pataudi road', 'nh-8 delhi jaipur highway', 'dpgitm engineering college sector 34', 'genesis hospital sector 84', 'indira gandhi international airport', 'holiday inn hotel sector 90', 'skyjumper trampoline park gurgaon', 'national tennis academy sector 98']","Rediscover a good lifestyle in 5 acres of happiness; Enjoy a well-Connected life with proximity to major highways. Signature global city 37d 2 is designed with a neo classical faade architectural theme to provide you with an upscale, urban ambience. Also, vastu compliant prayer rooms help to harness the positive energy; Creating an ambience of domestic bliss. What's more, the project comes with a club for all the residents of the society with state-Of-The-Art interior, games and gym for a healthy life. To make your life comfortable and hassle-Free here, world class amenities are provided along with high-End security and a private service area for your visitors.",,"['feng shui / vaastu compliant', 'private garden / terrace', 'maintenance staff', 'water storage', 'separate entry for servant room', 'visitor parking', 'swimming pool', 'park', 'security personnel', 'internet/wi-fi connectivity', 'fitness centre / gym', 'waste disposal', 'rain water harvesting', 'club house / community center']","['environment4 out of 5', 'lifestyle4 out of 5', 'connectivity4 out of 5', 'safety4 out of 5']"
801,3 Bedroom House for sale in Sector 81 Gurgaon,signature global city 81,houses,0.75,6849.0,1095.0,Plot area 1095(101.73 sq.m.),3,2,3,study room,"Pataudi Road, Sector 81 Gurgaon, Gurgaon, Haryana",4,East,Under Construction,"['ambience mall new', 'dwarka expressway', 'nh8', ""st. xavier's high school"", 'miracles apollo cradle', 'hyatt regency gurgaon', 'nakhrola stadium']","Signature global city
Sector 81, gurugram
Rediscover a good lifestyle in 20.5890 acres of happiness; Enjoy a well-Connected life with proximity to major highways. Signature global city 81 is designed with a neo classical faade architectural theme to provide you with an upscale, urban ambience. Also, vastu compliant prayer rooms help to harness the positive energy; Creating an ambience of domestic bliss. What's more, the project comes with a club for all the residents of the society with state-Of-The-Art interior, games and gym for a healthy life. To make your life comfortable and hassle-Free here, world class amenities are provided along with high-End security and a private service area for your visitors.Signature global upcoming floors sector 81 stands with strong beliefs in providing reliability and the best solutions to its customers it has also received an iso certification. It works by smart use of technology and energy conservation and providing properties at the best locations.Signature global floors 81 aims to establish a relationship for years, fulfilling each demand of its customer. Eco-Friendly and peacefulness with all-Around greenery make signature global upcoming floors in 37d road an ideal spot to live in. With a premium clubhouse, there is a current gym, outdoor amphitheater, lush green garden, squash court, palm court, 24 hour security and intercom, wtp and stp, scene garden, and various other magnificent features",,"['feng shui / vaastu compliant', 'private garden / terrace', 'high ceiling height', 'maintenance staff', 'water storage', 'separate entry for servant room', 'bank attached property', 'visitor parking', 'swimming pool', 'park', 'security personnel', 'internet/wi-fi connectivity', 'fitness centre / gym', 'waste disposal', 'rain water harvesting', 'club house / community center']","['environment4.5 out of 5', 'lifestyle4 out of 5', 'connectivity3.5 out of 5', 'safety4.5 out of 5']"
802,5 Bedroom House for sale in Palam Vihar,independent,houses,6.0,24691.0,2430.0,Plot area 270(225.75 sq.m.),5,6,3,"pooja room,study room,others","Palam Vihar, Gurgaon, Haryana",3,East,10+ Year Old,"['palam vihar vyapar kendra', 'palam triangle', 'huda sector 23 market', 'ram mandir', 'metro hospital and heart institute gurgaon', ""dr kapoor's dental care and implant centre"", 'kalyan hospital gurgaon', 'ansals plaza underground car parking', 'ansals plaza above ground car parking', 'huda sector 23 parking', 'axis bank', 'punjab national bank', 'oriental bank of commerce', 'big cinemas', 'cafe coffee day', 'pizza hut', ""domino's pizza"", 'moti mahal', 'pind baluchi', ""mcdonald's"", 'om sweets', 'chiranjiv bharati school', 'masti ki pathshala teach india', 'swiss cottage school', 'the northcap university', 'palam vihar railway station', 'bijwasan railway station']","Very nicely built up independent duplex house on 270 sq yard plot east facing property on 12 meter wide road. Green belt in front of the property.
Accommodation
Ground floor 
Living cum dining room, family lounge with double height cieling, den, kitchen, powder toilet and 1 master bedroom with attached bathroom.
First floor
Mandir, 3 bedrooms with attached bathrooms, space for pantry
Second floor
Lounge, pantry kitchen, 1 bedroom with attached bathroom, front courtyard.
Property is very well designed, high end interiors, italian marble flooring, modular kitchen, wardrobe in all the bedrooms, split ac installed etc.
Nearby places:-
Udyog vihar - 2.5 km
Ambience mall - 5 km
Cyber hub - 5 km
Metro station - 5 km
Palam vihar is one of the attractive locations to own a home in gurgaon. It has a promising social and physical infrastructure and an emerging neighborhood. Check out few benefits of staying in this locality.
Call for a visit and other details.","['7 wardrobe', '12 fan', '1 exhaust fan', '7 geyser', '19 light', '10 ac', '2 chimney', '8 curtains', '1 modular kitchen', 'no bed', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['feng shui / vaastu compliant', 'private garden / terrace', 'water storage', 'park', 'visitor parking', 'rain water harvesting']","['environment5 out of 5', 'lifestyle5 out of 5', 'connectivity5 out of 5', 'safety4 out of 5']"
803,16 Bedroom House for sale in DLF Phase 4,independent,houses,,,,Plot area 270(225.75 sq.m.),16,16,3,"pooja room,study room,servant room,others","Super Mart 2, DLF Phase 4, Gurgaon, Haryana",4,North-West,0 to 1 Year Old,"['sector 42-43 metro station', 'huda city centre metro station', 'dlf phase 1 metro station', 'new life church', 'hanuman mandir', 'rbs atm', 'kotak mahindra bank atm', 'standard chartered atm', 'hdfc atm', 'hdfc bank atm', 'standard chartered atm', 'sitaram bhartia', 'gupta', 'paras hospital gurgaon', 'max hospital', 'dr. kutbuddin akbary', 'marwah clinic', 'arihant hospital', 'dr. naval mendiratta', 'fortis memorial research institute fortis vivekanand hospital', 'guardian pharmacy', 'chikitsa', 'bharat petroleum', 'axis bank', 'icici bank', 'hdfc bank', 'the chicken boat', 'balaji vegetarian paradise', 'naveidyam', 'starbucks', 'blue tokai coffee roasters', 'nowhere brewpub and cafe', 'fat', 'drunken monkey', 'belgian waffle', 'ccd', 'dighent cafe', 'pwo house', 'sagar ratna', 'shophouse by kylin', 'cafe tonini', ""carl's jr."", 'starbucks', 'stones2milestones', 'ncr library', 'bahrisons library']","Independent building floor wise with stilt and lift corner plot gated lane 
Modular kitchen
Wood work done in all room
Gated lane 
Each floor having 4 bhk layout
Suitable for joint family
Near to metro market school mall hospitalContact for site visit and more information
 Additional details :The kitchen has been built with modular fittings.
 The house has muncipal supply supply.
There is also a separate washroom for domestic help.
You can easily park your car inside the compound
Having a provision to park 4 cars.
There is also a lift inside the house to make the living more convenient specially for old age people",,"['feng shui / vaastu compliant', 'private garden / terrace', 'maintenance staff', 'water storage', 'visitor parking', 'waste disposal', 'rain water harvesting']","['environment5 out of 5', 'lifestyle4 out of 5', 'connectivity5 out of 5', 'safety5 out of 5']"
804,4 Bedroom House for sale in Sector 42 Gurgaon,central park,houses,6.5,19607.0,3315.0,Plot area 3315(307.97 sq.m.),4,5,3,"pooja room,study room,servant room","222, Sector 42 Gurgaon, Gurgaon, Haryana",1,North-East,5 to 10 Year Old,"['sector 42-43 metro station', 'sector 53-54 metro station', 'dlf phase 1 metro station', 'new life church', 'hanuman mandir', 'hanuman mandir', 'rbs atm', 'icici bank atm', 'hdfc atm', 'kotak mahindra bank atm', 'standard chartered atm', 'the dental lounge', 'marwah clinic', 'paras hospital gurgaon', 'gupta', 'sitaram bhartia', 'arihant hospital', 'divine look clinic centre 1', 'sikka maternity and surgical center', 'guardian pharmacy', 'chikitsa', 'hdfc bank & atm', 'axis bank', 'icici bank', 'shophouse by kylin', 'sagar ratna', 'starbucks', 'cafe tonini', ""carl's jr."", 'clock tower', 'nowhere brewpub and cafe', 'fat', 'the chicken boat', 'dighent cafe', 'blue tokai coffee roasters', 'starbucks', 'food court', 'belgian waffle', 'drunken monkey', 'balaji vegetarian paradise', 'ccd', 'naveidyam', 'pwo house', 'stones2milestones', 'bahrisons library', 'ncr library']",It is 4bhk villa in central park 1with moduler kitchen.It is 3315sqfr villa.It is renovated villain golf course road.,"['4 fan', '1 fridge', '1 exhaust fan', '4 geyser', '8 light', '4 ac', '1 chimney', '1 modular kitchen', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['feng shui / vaastu compliant', 'private garden / terrace', 'centrally air conditioned', 'water purifier', 'water storage', 'recently renovated', 'piped-gas', 'visitor parking', 'swimming pool', 'park', 'natural light', 'airy rooms', 'fitness centre / gym', 'club house / community center']",
805,5 Bedroom House for sale in Sector 66 Gurgaon,emaar mgf marbella,houses,18.0,40000.0,4500.0,Plot area 500(418.06 sq.m.),5,6,3,"pooja room,study room,servant room,store room","027, Sector 66 Gurgaon, Gurgaon, Haryana",3,North-East,1 to 5 Year Old,"['sector 55-56 rapid metro station', 'hub 66', 'nh 48', 'hasanpur', 'gurugram university', 'delhi public school', 'park hospital', 'indira gandhi international airport', 'sealdah', 'vatika business centre', 'the oberoi', 'de adventure park', 'dlf golf and country club', 'tau devilal sports complex']","Sector 66 gurgaon, gurgaon, haryana
Available for sale residential plot in sector 65, in society emaar marbella-1. Gated society with power backup, security, park for kids, maintenance staff, reserve car parking, open gym, low density, near to shopping complexes, offices, bank, hospital. Call for more details.","['1 water purifier', '9 fan', '1 fridge', '1 exhaust fan', '12 geyser', '1 stove', '36 light', '12 ac', '1 modular kitchen', '1 chimney', '1 curtains', '7 wardrobe', '1 microwave', 'no bed', 'no dining table', 'no sofa', 'no tv', 'no washing machine']","['centrally air conditioned', 'water purifier', 'security / fire alarm', 'feng shui / vaastu compliant', 'private garden / terrace', 'high ceiling height', 'maintenance staff', 'false ceiling lighting', 'water storage', 'separate entry for servant room', 'no open drainage around', 'piped-gas', 'recently renovated', 'visitor parking', 'swimming pool', 'park', 'security personnel', 'natural light', 'airy rooms', 'spacious interiors', 'low density society', 'waste disposal', 'rain water harvesting', 'fitness centre / gym', 'club house / community center']","['environment3 out of 5', 'lifestyle4 out of 5', 'connectivity4 out of 5', 'safety4 out of 5']"
806,5 Bedroom House for sale in Nirvana Country,unitech espace,houses,11.29,34846.0,3240.0,Plot area 360(301.01 sq.m.),5,5,3,"study room,pooja room","Nirvana Country, Gurgaon, Haryana",2,Na,5 to 10 Year Old,"['radhakrishna shani mandir', 'sri radhe krishna temple', 'standard chartered atm', 'icici bank atm', 'vatsalya clinic', 'bones clinic - orthopaedics', 'skin clinic', 'divine look clinic centre', 'meher clinic', 'dr. naresh pandita', 'dr. anuj sharma', 'vishesh dental', 'neelkanth health care', 'park hospital gurgaon', 'dr. aruna kalra', 'wellness eye centre', 'best urologist atcomplete family clinic', 'sanjeevani hospital gurgaon', 'sai heart and trauma center', 'ekta hospital', 'sona devi memorial hospital and trauma centre', 'sai dharamraj hospital', 'wembley estate club', 'genius', 'gardian pharmacy', 'apollo pharmacy', 'spaze business park', 'unitech', 'hdfc bank', 'hdfc bank', 'hdfc bank', 'indusind bank', 'icici bank', 'central bank of india', 'srs cinemas', 'madison and pike', 'india', 'haldiram', 'starbucks', 'nook', ""domino's pizza"", ""nirula's"", 'kamla international', 'gurugram university', 'delhi public school primary section', 'amity global school']","Urgent for sale villa
Confirm deal
Nice location
Wide road
Call for more details","['7 fan', '8 light', '4 ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['maintenance staff', 'water storage', 'fitness centre / gym', 'waste disposal']","['environment5 out of 5', 'lifestyle5 out of 5', 'connectivity5 out of 5', 'safety5 out of 5']"
807,3 Bedroom House for sale in B Block Sushant Lok Phase 1,independent,houses,8.49,31444.0,2700.0,Plot area 300(250.84 sq.m.),3,3,2,"pooja room,servant room","B Block Sushant Lok Phase 1, Gurgaon, Haryana",4,North,1 to 5 Year Old,"['iffco chowk metro station', 'huda city centre metro station', 'standard chartered atm', 'kotak mahindra bank atm', 'rbs atm', 'icici bank atm', 'axis bank atm', 'punjab national bank atm', 'max hospital', 'sitaram bhartia', 'dr. kutbuddin akbary', 'umkal hospital', 'dr. naval mendiratta', 'sidhesh hospital gurgaon', 'fortis memorial research institute fortis vivekanand hospital', 'centre for sight gurgaon sector 29', 'chikitsa', 'guardian pharmacy', 'axis bank', 'icici bank', 'hdfc bank', 'naveidyam', 'pizza hut', 'ccd', 'drunken monkey', 'belgian waffle', 'the chicken boat', 'starbucks', 'blue tokai coffee roasters', 'dighent cafe', 'balaji vegetarian paradise', 'fat', 'nowhere brewpub and cafe', 'barbecue grill', 'roots', 'pwo house', 'mob ministory of beer', 'park baluchi', 'beer & whisky bar', 'bikanervala', 'gola sizzles', 'the oriental bloom chinese and thai', 'gravity space bar', 'zura', 'black mambaa', 'stones2milestones', 'bahrisons library', 'ncr library']",Good location sushant lok b block floor wise built newly renovated near huda city centre good for joint family.,"['6 fan', '1 exhaust fan', '3 geyser', '3 ac', '3 chimney', '6 wardrobe', 'no bed', 'no curtains', 'no dining table', 'no modular kitchen', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['maintenance staff', 'park', 'visitor parking']","['environment4 out of 5', 'lifestyle4.5 out of 5', 'connectivity4.5 out of 5', 'safety4 out of 5']"
808,4 Bedroom House for sale in Sector 48 Gurgaon,vipul tatvam villa,houses,8.5,26235.0,3240.0,Plot area 360(301.01 sq.m.),4,4,1,not available,"4 Bed And 4 Bathroom, Sector 48 Gurgaon, Gurgaon, Haryana",,Na,1 to 5 Year Old,"['athena', 'star mall', 'the sixth element school', 'k.r.mangalam world school', 'medhaam pre school & daycare', 'peer baba ki mazar', 'hdfc bank', 'punjab national bank', 'axis bank', 'sushil park', 'conexus.life b35', 'world tech park', 'marriott courtyard', 'moksh wellness pvt ltd.', 'bharat petroleum petrol pump']","360 sq yard 4 bhk residential villa for sale in vipul tatvam villas sector 48 gurgaon in proper gated complex ,fully power backup, beautiful location . Even its good for investment purpose .This society in maximum area is green and park.
This is nicely location villa.
More details and visit pls call.","['4 bed', '4 fan', '1 exhaust fan', '4 light', 'no ac', 'no chimney', 'no curtains', 'no dining table', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['maintenance staff', 'water storage', 'separate entry for servant room', 'waste disposal']","['environment4 out of 5', 'lifestyle4 out of 5', 'connectivity5 out of 5', 'safety4 out of 5']"
809,4 Bedroom House for sale in Sector 48 Gurgaon,eldeco mansionz,houses,6.0,22222.0,2700.0,Plot area 300(250.84 sq.m.),4,4,3,servant room,"Sector 48 Gurgaon, Gurgaon, Haryana",2,East,5 to 10 Year Old,"['sri radhe krishna temple', 'icici bank atm', 'standard chartered atm', 'divine look clinic centre', 'skin clinic', 'wellness eye centre', 'dr. aruna kalra', 'best urologist atcomplete family clinic', 'dr. anuj sharma', 'dr. naresh pandita', 'neelkanth health care', 'vishesh dental', 'park hospital gurgaon', 'bones clinic - orthopaedics', 'ekta hospital', 'sai heart and trauma center', 'meher clinic', 'sai dharamraj hospital', 'sanjeevani hospital gurgaon', 'sona devi memorial hospital and trauma centre', 'gobind hospital', 'wembley estate club', 'genius', 'gardian pharmacy', 'apollo pharmacy', 'kore tech park', 'spaze business park', 'india oil', 'srs cinemas', 'srs cinemas', 'icici bank', 'hdfc bank', 'hdfc bank', 'indusind bank', 'hdfc bank', 'central bank of india', 'union bank of india', 'state bank of india', ""domino's pizza"", ""nirula's"", 'nook', 'starbucks', 'haldiram', 'india', 'kamla international', 'delhi public school primary section']","4bhk independent villa available for sale in eldeco mansionz, sector-48, sohna road, gurgaon. Well maintained villa constructed on 300 sq yds, the society is well equipped with all the modern day amenities, securities and basic facilities. Close to all required amenities, contact us for further any details.","['4 wardrobe', '6 fan', '5 geyser', '10 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['private garden / terrace', 'maintenance staff', 'swimming pool', 'water storage', 'park', 'visitor parking', 'natural light', 'airy rooms', 'fitness centre / gym', 'waste disposal', 'club house / community center']","['environment4 out of 5', 'lifestyle4 out of 5', 'connectivity5 out of 5', 'safety4 out of 5']"
810,5 Bedroom House for sale in Sector 112 Gurgaon,experion windchants,houses,9.5,23457.0,4050.0,Plot area 450(376.26 sq.m.)Built Up area: 7450 sq.yards (6229.15 sq.m.),5,5,3,servant room,"Sector 112 Gurgaon, Gurgaon, Haryana",2,Na,1 to 5 Year Old,"['ansal plaza', 'dwaraka expressway', 'first step play school', 'sri ma montessori international', 'jai sai ram hospital', 'park hospital', 'igi airport', 'gurgaon railway station']","Sector 112 gurgaon, gurgaon, haryana
Kindly call urban castles for a transparent, professional and hassle free property buying experience.
Available for sale luxury 5bhk corner villa spread over 450 sqyards in experion windchants sector-112 gurgaon. Its a spacious villa admeasuring a built area of approx. 7450 sqft.
-One of the favorable locations near dwarka expressway gurgaon
-Over looking delhi reserved greens at one side.
-Close proximity to delhi border
-Asia's largest residential skywalk
-Low density project with only approx. 575 apartments in 23 acres","['1 modular kitchen', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['maintenance staff', 'swimming pool', 'park', 'natural light', 'airy rooms', 'low density society', 'waste disposal', 'club house / community center']","['environment5 out of 5', 'lifestyle4 out of 5', 'connectivity4 out of 5', 'safety3 out of 5']"
811,8 Bedroom House for sale in Palam Vihar,independent,houses,19.5,27083.0,7200.0,Plot area 800(668.9 sq.m.),8,9,3,"pooja room,study room,servant room","Palam Vihar, Gurgaon, Haryana",2,North,0 to 1 Year Old,"['huda sector 23 market', 'palam triangle', 'palam vihar vyapar kendra', 'ram mandir', 'metro hospital and heart institute gurgaon', ""dr kapoor's dental care and implant centre"", 'kalyan hospital gurgaon', 'ansals plaza underground car parking', 'ansals plaza above ground car parking', 'huda sector 23 parking', 'big cinemas', 'axis bank', 'punjab national bank', 'oriental bank of commerce', 'cafe coffee day', ""domino's pizza"", 'pizza hut', 'pind baluchi', 'moti mahal', 'om sweets', ""mcdonald's"", 'masti ki pathshala teach india', 'chiranjiv bharati school', 'swiss cottage school', 'the northcap university', 'palam vihar railway station', 'bijwasan railway station']","Newly constructed 800 sq. Yards independent house 8 bhk with parking lift . Duplex house (2 floors) 3 bhk accommodation with drawing/dinning attached bathrooms on ground floor & 5 bhk on the first floor.
East facing property. Modular kitchen. Wordrobes in all the bedrooms. The property is close to dsoi club, ansal plaza mall, manipal hospital, global foyer market.
For site visit kindly contact us.
 Additional details :The kitchen has been built with modular fittings.
 The house has muncipal supply supply.
You can easily park your car inside the compound
Having a provision to park 4 cars.
There is also a lift inside the house to make the living more convenient specially for old age people",,"['security / fire alarm', 'feng shui / vaastu compliant', 'private garden / terrace', 'water purifier', 'high ceiling height', 'maintenance staff', 'water storage', 'separate entry for servant room', 'no open drainage around', 'visitor parking', 'park', 'security personnel', 'natural light', 'internet/wi-fi connectivity', 'airy rooms', 'spacious interiors', 'waste disposal', 'rain water harvesting']","['environment5 out of 5', 'lifestyle5 out of 5', 'connectivity5 out of 5', 'safety4 out of 5']"
